employee_id,department,gender,age,length_of_service,previous_year_rating,awards_won?,no_of_trainings,avg_training_score,is_promoted
5272,Operations,f,24,1,,0,1,73,1
49389,Legal,m,27,1,,0,1,59,0
66875,Operations,m,30,2,4,0,1,61,0
51071,Sales & Marketing,f,37,9,3,0,1,44,0
62499,Operations,f,33,9,3,0,1,58,0
4566,Analytics,m,31,2,3,0,2,84,0
77674,Sales & Marketing,m,43,3,3,0,1,48,0
70679,Sales & Marketing,f,39,10,1,0,1,52,1
20516,Sales & Marketing,m,24,2,3,1,1,81,1
45145,Procurement,m,41,12,2,0,1,71,0
45721,R&D,m,35,4,5,0,1,85,0
52241,Sales & Marketing,m,24,1,,0,1,49,0
23337,Sales & Marketing,m,33,7,2,0,3,53,0
8386,Sales & Marketing,m,35,3,3,0,1,47,0
70491,Sales & Marketing,m,30,8,2,1,1,50,0
23241,Procurement,m,29,2,3,0,1,68,0
54003,Sales & Marketing,m,28,2,5,0,1,50,0
24843,Operations,f,48,15,5,0,1,61,0
35222,Technology,m,31,3,3,0,1,79,0
47183,Sales & Marketing,m,26,3,1,0,1,50,0
22660,Sales & Marketing,m,24,1,,0,2,47,0
11943,Technology,f,30,1,,0,1,76,0
57744,Operations,f,38,2,3,0,1,61,0
29142,Sales & Marketing,m,27,3,5,0,1,49,0
15620,Technology,f,49,24,1,0,1,77,0
44301,Technology,f,32,1,,0,1,80,0
24875,Operations,m,26,1,,0,1,65,0
61614,Sales & Marketing,f,35,7,5,0,1,48,0
73393,Finance,f,46,3,3,0,2,59,0
27459,Procurement,m,34,6,2,0,1,69,0
27533,Finance,f,30,3,1,0,2,59,0
47584,Procurement,f,53,11,1,0,1,67,0
75636,Sales & Marketing,m,49,17,3,0,1,48,0
18390,Procurement,f,35,5,3,0,1,68,0
69146,R&D,m,34,4,4,0,1,83,0
10122,Sales & Marketing,m,26,5,2,0,7,46,0
20927,Sales & Marketing,m,29,1,,0,2,47,0
60018,Operations,f,37,4,3,0,1,58,0
68791,Analytics,m,25,2,4,0,2,80,0
25354,Sales & Marketing,m,47,16,4,0,1,48,1
3491,Analytics,m,28,5,2,0,1,85,0
74687,Sales & Marketing,m,32,10,5,0,1,48,0
50049,Procurement,m,34,4,3,0,1,71,0
30088,Operations,m,36,3,4,0,1,59,0
45140,Legal,m,32,6,2,0,1,59,0
35436,Procurement,m,32,5,2,0,2,72,0
72109,Sales & Marketing,m,29,3,4,0,1,52,0
24397,Operations,m,32,4,4,1,1,57,1
44154,Sales & Marketing,m,27,2,3,0,5,52,0
60571,Sales & Marketing,m,34,4,5,0,1,51,0
59722,Sales & Marketing,f,36,8,3,0,1,48,0
27505,Operations,m,26,2,5,0,1,59,0
9072,Sales & Marketing,m,33,3,4,0,1,94,1
14939,Sales & Marketing,m,47,3,1,0,1,45,0
13888,Sales & Marketing,m,42,2,3,0,1,48,0
44589,Sales & Marketing,m,38,8,1,0,1,54,0
15024,Technology,f,32,8,5,0,4,93,1
57609,Procurement,f,44,16,3,0,1,70,0
8470,Sales & Marketing,m,33,5,4,0,1,46,0
47152,Sales & Marketing,m,27,3,3,0,2,55,0
43153,Technology,m,50,14,5,0,2,85,0
4464,Procurement,f,29,4,3,0,2,71,0
17190,Procurement,m,29,4,5,0,1,84,1
109,Technology,m,28,2,3,0,2,79,0
48753,Analytics,m,44,7,5,0,1,84,0
17602,Operations,f,32,2,4,0,1,61,0
71562,Analytics,m,30,6,3,0,2,83,0
70593,Operations,m,37,4,5,0,1,59,0
4445,Operations,f,37,5,3,0,1,59,0
47038,Sales & Marketing,m,32,4,1,0,1,52,0
31070,Procurement,m,36,2,3,0,1,66,0
33000,Procurement,f,34,4,3,0,2,62,0
20974,Finance,f,30,3,3,0,1,65,0
64764,Technology,m,26,1,,1,1,81,1
38060,Sales & Marketing,m,31,2,1,0,1,51,0
40172,Technology,m,41,7,5,0,1,83,0
36808,Operations,m,33,7,2,0,1,57,0
9763,Operations,m,25,3,4,0,1,58,0
76038,Operations,f,39,6,3,0,1,58,0
71813,Procurement,f,31,6,3,0,1,70,0
42426,Technology,f,56,16,2,0,1,79,0
61602,Sales & Marketing,m,30,3,1,0,1,50,0
48737,Operations,m,29,5,5,0,2,63,1
65518,Sales & Marketing,m,31,3,4,0,1,50,0
70606,R&D,m,28,2,4,0,2,82,0
7717,Analytics,m,30,3,2,0,2,82,0
68386,Analytics,m,30,2,1,0,1,84,0
51891,Procurement,f,29,6,4,0,1,65,0
36931,Operations,f,31,3,3,0,1,60,0
60567,Analytics,m,30,6,3,0,1,84,1
22820,Procurement,m,26,1,,0,1,72,0
11028,Operations,m,44,4,5,0,1,60,0
6425,Procurement,f,31,6,1,0,1,70,0
13047,Technology,f,35,3,4,0,1,77,0
63491,Procurement,m,41,3,3,0,1,73,0
44748,Sales & Marketing,m,33,7,5,0,1,47,0
32186,Technology,m,33,4,5,0,1,81,0
55275,Operations,m,26,3,5,0,1,60,0
48682,Sales & Marketing,m,47,19,4,0,1,48,0
74930,Sales & Marketing,m,28,5,5,0,1,51,0
45051,Sales & Marketing,m,32,5,1,0,1,52,0
24675,Sales & Marketing,m,36,10,3,0,1,50,0
28572,Procurement,f,39,5,3,0,2,68,0
38163,Technology,f,29,2,5,0,1,81,0
65257,Sales & Marketing,m,45,6,3,0,3,47,0
14988,Operations,m,48,4,2,0,1,58,0
12936,HR,m,32,5,3,0,2,49,0
58180,Operations,f,39,5,2,0,1,63,0
20295,Operations,m,53,19,4,0,1,57,0
71073,Sales & Marketing,m,42,4,3,0,1,53,0
2221,Finance,f,35,4,5,0,2,59,0
47279,Analytics,m,30,4,1,0,1,82,0
40019,Analytics,m,31,6,4,0,1,86,0
50781,Operations,m,26,3,5,0,1,56,0
64947,Sales & Marketing,m,35,3,5,1,1,45,1
31258,Sales & Marketing,m,45,5,1,0,1,52,0
11796,Procurement,m,37,9,3,0,5,64,0
69912,Operations,f,42,10,5,0,1,59,0
38974,Sales & Marketing,m,43,14,5,0,1,50,0
39544,Operations,m,27,2,5,0,1,58,0
5303,Sales & Marketing,m,26,1,,0,1,48,0
14189,Sales & Marketing,m,38,10,1,0,1,50,0
35644,Analytics,m,31,5,4,0,1,82,0
23232,Operations,f,30,2,2,0,1,64,0
28851,Procurement,f,37,11,4,0,1,70,0
8174,Sales & Marketing,m,35,4,1,0,1,48,0
72379,Operations,f,38,4,5,0,2,63,0
7814,R&D,m,30,2,5,0,3,85,0
54321,Technology,m,30,1,,0,1,78,1
17873,Sales & Marketing,m,28,2,3,0,2,52,0
32272,Operations,m,42,7,4,0,1,59,0
31847,Procurement,m,33,7,2,0,1,68,0
11855,Sales & Marketing,m,39,4,4,0,1,45,0
70961,Sales & Marketing,m,33,7,2,0,1,49,0
32378,Technology,f,43,6,4,0,1,81,0
45064,Operations,f,30,7,4,0,1,59,0
28533,Analytics,m,37,3,3,0,1,85,0
1412,Technology,m,33,6,4,1,1,81,0
15311,Sales & Marketing,m,38,10,5,0,1,49,0
43786,Analytics,f,27,3,3,0,2,85,1
13825,Operations,f,24,2,5,0,1,55,0
36207,Operations,f,35,10,2,0,1,58,0
18293,Operations,m,42,2,5,0,2,57,0
21794,Sales & Marketing,m,32,7,3,0,1,53,0
11349,Sales & Marketing,m,25,2,3,0,2,45,0
65504,Procurement,f,35,6,5,0,1,67,0
73508,Technology,f,54,24,3,0,1,75,0
68754,Sales & Marketing,m,33,3,2,0,1,45,0
6099,Sales & Marketing,f,27,1,,0,1,48,0
38634,Analytics,m,28,2,3,0,2,86,1
38271,HR,f,36,8,3,0,1,44,0
53405,Procurement,f,51,7,3,0,3,72,0
77609,Operations,f,31,2,3,0,2,57,0
22580,Sales & Marketing,m,25,4,1,0,2,47,0
43497,HR,m,45,3,3,0,1,51,0
14781,Finance,m,31,4,3,0,1,64,0
14576,HR,m,39,11,3,0,1,53,0
45407,Procurement,f,39,5,4,0,1,73,0
3124,Procurement,f,25,2,2,0,1,66,0
70800,Operations,f,37,8,5,1,1,99,1
35493,Technology,m,29,3,5,0,1,80,0
25396,Sales & Marketing,m,27,5,1,0,1,52,0
5283,Operations,m,27,3,4,0,1,59,0
10067,Sales & Marketing,m,47,6,4,0,1,51,0
46585,Finance,m,36,3,4,0,1,55,0
3225,Operations,m,35,9,5,0,1,58,0
55264,Sales & Marketing,m,35,8,3,0,1,51,0
22333,Technology,f,32,5,3,0,2,82,0
63955,Sales & Marketing,m,26,1,,0,1,47,0
69334,Finance,m,33,3,3,1,1,60,1
4310,Sales & Marketing,f,32,5,2,0,1,56,0
45756,Procurement,m,41,4,5,0,1,73,0
10377,Sales & Marketing,m,26,2,4,0,1,53,0
35903,Finance,m,40,4,5,0,1,58,0
50163,Operations,f,31,4,3,0,1,55,0
25255,Technology,m,25,2,3,0,1,78,0
21623,Legal,m,58,15,3,0,1,60,0
701,Sales & Marketing,f,27,4,1,0,1,53,0
3440,Sales & Marketing,m,29,5,5,0,1,52,0
68280,Sales & Marketing,m,33,8,4,0,2,46,0
69785,HR,f,28,1,,0,1,43,0
69847,Operations,f,32,2,4,0,1,59,0
49317,Finance,f,36,2,5,0,1,57,0
1159,Procurement,f,37,3,3,0,1,72,0
19141,HR,m,30,7,5,0,1,51,0
14262,Technology,m,43,7,2,0,1,77,0
44397,Technology,f,31,5,3,0,1,81,0
32925,R&D,m,34,4,4,0,2,86,0
54216,Operations,m,45,18,4,0,1,61,0
2732,Analytics,m,30,6,3,0,2,80,0
70028,Analytics,m,39,6,3,0,3,84,0
15431,Technology,m,34,5,5,0,1,81,0
36487,Technology,m,36,8,2,0,1,86,0
68345,Technology,m,25,3,4,0,1,80,0
11310,Sales & Marketing,m,28,4,4,0,1,45,0
5366,Finance,m,31,5,2,0,1,60,0
73314,Procurement,f,49,7,5,0,1,73,0
11811,Technology,f,39,4,4,0,1,78,1
34277,Sales & Marketing,m,49,19,3,0,1,50,0
48381,Procurement,f,37,9,3,0,1,67,0
5108,Technology,f,38,5,2,0,1,79,0
77379,Operations,m,38,10,4,0,1,59,0
3144,Sales & Marketing,m,44,9,1,0,1,54,0
69095,Technology,m,30,2,4,0,1,84,0
26952,Analytics,m,34,6,2,0,1,86,0
36231,Finance,m,25,1,,0,2,60,0
34336,Operations,f,34,7,5,0,2,61,0
9431,Technology,f,35,4,1,0,1,81,0
21346,Procurement,f,38,4,2,0,1,65,0
49690,Procurement,f,40,7,3,0,1,68,0
72435,Legal,f,52,4,3,1,1,55,0
23578,Sales & Marketing,m,60,12,2,0,1,48,0
41187,Sales & Marketing,m,27,1,,0,6,58,0
354,Operations,m,32,5,2,0,1,62,0
58828,HR,m,28,2,2,0,1,52,1
61780,Sales & Marketing,m,28,3,1,0,1,52,0
7340,Operations,f,51,16,5,0,2,62,0
41693,Sales & Marketing,m,33,5,4,0,1,49,0
28187,Sales & Marketing,f,31,1,3,0,1,47,0
66834,Sales & Marketing,m,26,3,2,0,1,54,0
60503,Sales & Marketing,m,30,1,,0,1,47,0
8698,Operations,f,29,2,5,0,1,60,0
17176,Finance,m,31,3,4,0,3,65,0
29130,Operations,m,43,11,2,0,1,57,0
31275,Sales & Marketing,m,32,6,1,0,1,47,0
27190,Operations,m,33,4,3,0,1,74,1
31822,Sales & Marketing,m,30,3,1,0,1,48,0
34642,Sales & Marketing,m,23,1,,0,1,44,0
38439,Procurement,f,28,4,3,0,1,68,0
43073,HR,f,43,11,5,0,1,51,0
58428,Operations,m,44,15,4,0,1,55,0
64448,Analytics,f,33,2,3,0,1,84,0
15747,Sales & Marketing,m,31,7,2,0,1,50,0
61038,Sales & Marketing,m,37,10,1,0,1,48,0
8229,Technology,f,32,6,3,0,2,79,0
70844,Technology,f,37,11,3,0,1,79,0
26756,Sales & Marketing,m,37,5,3,0,1,49,0
49548,Sales & Marketing,m,28,1,,0,1,46,0
7348,Operations,m,35,9,3,0,2,56,0
26805,Operations,m,36,3,4,0,1,74,1
73742,Technology,m,39,5,3,0,2,78,0
58616,Operations,f,30,5,5,0,1,56,0
12976,Operations,f,26,5,3,0,1,60,0
32563,Sales & Marketing,m,27,3,3,0,1,51,0
52952,Analytics,m,32,3,3,1,1,78,1
36491,Operations,m,42,12,3,0,1,55,0
21474,Analytics,m,30,1,,0,1,84,0
33441,R&D,m,35,7,5,0,1,89,0
26205,Technology,m,28,2,2,0,1,79,0
54395,HR,f,27,5,5,0,1,46,0
645,Operations,f,38,9,3,0,1,62,0
68530,Operations,m,27,2,3,0,1,65,0
48281,Operations,m,43,3,2,0,1,59,0
22848,Sales & Marketing,f,34,9,5,0,1,49,0
37822,Technology,m,38,8,3,0,1,77,0
41650,Operations,f,25,2,1,0,1,57,0
604,Technology,m,35,6,1,0,1,77,1
3290,Sales & Marketing,m,29,5,1,0,1,48,0
51109,Sales & Marketing,m,40,6,1,0,1,55,0
4616,Technology,f,35,4,1,0,1,83,0
16149,Analytics,m,34,3,3,0,1,89,1
39486,Procurement,f,37,2,1,0,1,64,0
52062,R&D,m,29,2,3,0,1,84,0
15240,Technology,m,39,8,1,0,1,77,0
44620,Procurement,m,50,8,3,0,1,71,0
36260,HR,f,25,2,5,0,1,47,0
495,Sales & Marketing,m,40,10,2,0,1,49,0
20877,Sales & Marketing,f,30,8,3,0,1,50,1
46802,Procurement,f,33,3,2,0,1,69,1
57617,Procurement,f,32,3,3,0,1,70,0
58022,Technology,m,39,7,2,0,1,78,0
38042,Operations,m,52,10,4,0,1,60,0
14067,Procurement,f,29,4,5,0,1,72,1
76377,Operations,m,48,17,5,0,1,58,0
61192,Technology,m,38,8,1,0,2,81,0
40611,Sales & Marketing,m,44,10,3,0,1,49,0
44100,Sales & Marketing,m,42,11,5,0,1,54,1
66950,Sales & Marketing,m,29,2,4,0,1,47,0
396,Procurement,f,34,7,4,0,1,70,0
74313,Sales & Marketing,m,39,8,4,0,1,47,0
21865,Sales & Marketing,f,38,8,2,0,1,51,0
3116,Technology,m,47,16,3,0,1,80,0
3473,Operations,m,29,3,3,0,1,66,0
35975,Sales & Marketing,f,36,7,2,0,1,50,0
35722,Technology,m,29,6,1,0,1,77,0
47118,HR,m,34,7,3,0,1,55,0
62522,Sales & Marketing,m,28,1,,0,1,47,0
53497,Technology,m,27,1,3,0,2,77,0
77337,HR,m,29,3,1,0,1,51,0
31700,Procurement,f,36,4,3,0,1,81,1
22486,Sales & Marketing,f,29,3,4,0,1,52,0
74603,Analytics,m,28,1,,0,2,89,0
2367,Analytics,m,26,4,3,0,1,85,0
31495,Procurement,f,22,1,,0,3,66,0
61087,Analytics,m,35,3,5,0,3,86,0
21568,Technology,f,49,6,5,0,1,80,0
12721,Technology,m,33,2,5,0,1,79,0
47809,Sales & Marketing,m,30,1,,0,1,50,0
63126,Operations,m,43,3,4,0,1,59,0
53147,Sales & Marketing,m,44,12,4,0,1,50,0
8926,Sales & Marketing,m,25,3,4,0,1,47,0
35744,Sales & Marketing,m,25,3,4,0,1,64,1
49438,Sales & Marketing,m,53,12,3,0,3,50,0
58990,Operations,m,36,9,3,0,1,62,0
8245,Procurement,f,50,13,5,0,2,69,0
73359,Sales & Marketing,m,31,4,4,0,1,48,0
33382,Sales & Marketing,m,36,4,1,0,2,49,0
63931,Sales & Marketing,m,24,2,1,0,1,48,0
71831,R&D,m,32,5,5,0,1,78,0
70222,Sales & Marketing,f,51,13,1,0,1,51,0
34877,Analytics,m,29,3,5,0,1,87,0
25881,Finance,m,29,1,,0,1,55,0
24309,Legal,f,32,1,,0,1,63,0
54981,Operations,f,42,5,5,0,2,61,1
63754,Analytics,m,26,2,5,0,1,87,0
45323,Procurement,m,43,2,5,0,3,70,0
51739,Analytics,m,31,4,3,0,1,85,0
30028,Procurement,f,46,5,1,0,1,68,0
47808,Sales & Marketing,m,38,6,4,0,1,46,0
65957,Sales & Marketing,m,33,7,4,0,2,51,0
70386,Operations,m,33,3,5,0,1,63,0
53048,Analytics,m,27,1,,0,1,91,0
27292,Analytics,f,30,5,4,0,1,91,0
4733,Technology,f,28,3,3,0,2,82,0
12469,Procurement,m,44,5,5,0,1,72,0
21782,Operations,m,37,3,3,0,2,61,0
31205,Operations,f,37,9,3,0,1,61,0
15463,Technology,f,50,23,3,0,1,80,0
43446,Technology,m,36,5,4,0,1,78,1
47275,Sales & Marketing,m,28,2,3,0,1,47,0
33152,Analytics,m,28,5,5,0,3,80,0
76654,Finance,f,28,5,5,0,1,57,0
35011,Sales & Marketing,m,27,1,,0,1,47,0
7977,Legal,m,30,1,,0,1,63,0
66052,Operations,f,43,5,4,0,2,62,0
34124,Technology,m,49,16,3,0,1,78,0
77800,Sales & Marketing,m,35,10,3,0,1,49,0
66596,Sales & Marketing,m,26,1,,0,1,51,0
62981,Sales & Marketing,m,33,8,3,0,1,48,0
77405,Operations,m,35,9,5,0,1,65,0
22628,Technology,f,39,10,3,0,1,81,0
72780,Technology,m,34,3,4,0,1,81,0
24725,Analytics,m,36,5,5,0,1,79,0
71493,Technology,m,44,7,5,0,2,78,0
47127,Analytics,m,29,3,3,0,1,87,0
22514,Sales & Marketing,m,47,11,5,0,1,50,0
33769,Technology,m,30,3,5,0,1,77,1
8865,Sales & Marketing,m,40,4,3,0,1,52,0
47490,Operations,f,47,20,3,0,1,63,0
28656,Sales & Marketing,m,27,4,4,0,2,48,0
42189,Operations,f,46,8,3,0,1,57,0
27247,Sales & Marketing,m,55,5,5,0,1,53,0
59148,Sales & Marketing,m,40,10,1,0,1,48,0
49815,Sales & Marketing,m,40,4,3,0,1,52,0
14961,Technology,m,28,5,3,0,1,77,0
64194,Procurement,f,40,11,5,0,1,73,0
8828,Analytics,m,32,7,3,0,2,85,0
75820,Sales & Marketing,m,53,14,3,0,1,51,0
64730,Sales & Marketing,m,33,4,1,0,1,50,0
18409,Analytics,m,28,1,,0,3,78,0
60659,Sales & Marketing,m,45,12,4,0,1,47,0
18637,Operations,f,30,5,3,0,2,53,0
29215,Sales & Marketing,m,32,8,5,0,1,51,0
20766,Analytics,m,32,6,3,0,2,84,0
26801,Technology,f,41,5,3,0,1,75,0
35433,Procurement,f,46,16,4,0,1,74,0
36420,Procurement,m,28,1,,0,1,72,0
15756,Analytics,m,39,9,4,0,1,81,0
45663,Operations,m,37,4,3,0,1,56,0
28674,Procurement,m,37,7,3,0,1,70,0
58227,Sales & Marketing,m,36,4,4,0,1,54,0
31260,Technology,m,53,17,4,0,1,81,0
72069,Technology,m,30,3,1,0,1,77,0
27470,Legal,m,27,3,3,0,1,63,0
6751,Sales & Marketing,m,36,2,3,0,1,45,1
9055,Operations,f,47,17,3,0,1,55,0
63769,Operations,f,41,13,5,0,1,62,0
64022,Operations,m,25,3,3,0,1,55,0
25561,Technology,f,34,8,3,0,1,78,0
5153,Analytics,m,33,2,1,0,1,87,0
72086,Analytics,m,37,12,3,0,4,83,0
54208,Sales & Marketing,m,36,4,4,0,1,51,0
47102,Operations,m,40,5,4,0,1,54,0
38355,Operations,m,46,5,4,0,1,62,0
73959,HR,f,20,1,,0,1,47,0
66032,Analytics,m,37,3,3,0,2,82,0
63455,Finance,m,35,4,3,0,1,63,0
36293,Technology,m,39,5,5,0,1,77,0
44592,R&D,m,35,7,3,0,1,86,0
77608,Operations,f,36,8,5,0,1,53,0
46849,Sales & Marketing,m,32,5,5,0,1,47,1
59614,Sales & Marketing,m,27,1,,0,1,53,0
34529,Technology,m,26,2,4,0,1,78,0
6428,Sales & Marketing,m,32,5,1,0,1,50,0
51366,Analytics,m,26,2,5,0,1,82,0
61405,Technology,m,41,7,5,0,1,75,0
12122,HR,f,29,5,3,0,1,50,0
16458,Operations,f,39,9,5,0,1,61,1
986,Technology,f,26,1,,0,1,79,0
60410,Technology,f,31,5,3,0,1,82,0
63152,Operations,f,29,5,5,0,2,58,0
75043,Operations,m,31,6,3,0,1,58,0
30185,Sales & Marketing,m,44,7,1,0,3,40,0
45724,Technology,f,39,9,3,0,1,78,0
37445,Sales & Marketing,m,51,12,3,0,1,47,0
54561,Sales & Marketing,m,34,10,5,0,1,51,0
62703,Procurement,m,28,3,3,0,6,71,0
42648,Analytics,m,30,2,3,0,1,81,0
710,Analytics,m,28,1,,0,1,86,1
27439,Sales & Marketing,m,28,2,3,0,1,52,0
44281,Sales & Marketing,m,35,5,4,0,1,46,0
74186,Sales & Marketing,m,42,7,2,0,1,45,0
1060,Operations,m,57,14,3,0,1,61,0
67881,Operations,m,27,4,1,0,1,59,0
26623,Procurement,f,39,10,3,0,3,73,0
28831,Technology,f,36,7,3,0,1,79,0
63028,Sales & Marketing,m,42,2,3,0,1,49,0
56269,Sales & Marketing,m,39,5,3,0,1,51,0
50281,Finance,f,52,8,5,0,1,59,0
26129,Sales & Marketing,m,29,2,3,0,1,55,1
56744,Procurement,m,31,7,4,0,2,67,0
20115,Operations,f,52,4,4,0,1,60,0
66872,Sales & Marketing,m,39,7,4,0,1,50,0
10420,Operations,f,31,2,3,0,1,58,0
9376,Sales & Marketing,f,36,13,3,0,1,52,0
9644,Sales & Marketing,m,30,5,3,0,1,46,0
6104,Operations,m,27,4,5,0,1,68,1
12,Technology,m,24,2,3,0,1,77,0
34428,Technology,f,41,8,4,1,1,93,1
15349,Procurement,f,50,4,3,0,1,69,0
64999,Sales & Marketing,m,45,16,3,0,3,51,0
77686,Sales & Marketing,m,45,7,5,0,1,49,0
54502,Operations,m,32,7,4,0,1,54,0
44396,Procurement,m,46,13,3,0,2,75,0
18868,Sales & Marketing,m,30,2,5,0,1,51,0
78191,Technology,m,31,4,1,0,1,80,0
50780,Operations,f,31,7,5,0,3,60,0
1595,Sales & Marketing,m,28,1,,0,1,49,0
77787,Sales & Marketing,m,40,10,4,0,1,51,0
39039,Procurement,m,31,5,2,0,1,69,0
73101,HR,m,32,4,3,0,1,54,0
5106,Procurement,m,33,6,5,0,1,72,0
53700,Sales & Marketing,f,35,7,1,0,1,50,0
9840,HR,m,28,2,4,1,1,49,0
21391,Sales & Marketing,m,32,5,4,0,2,47,0
64374,Analytics,m,27,3,4,0,1,89,0
32966,Technology,m,29,6,1,0,1,82,0
43343,Analytics,m,30,7,3,0,2,88,0
17808,Analytics,m,26,5,3,0,3,85,0
23436,Technology,f,45,3,3,0,1,81,0
6511,Analytics,m,29,2,5,0,2,86,1
44418,Sales & Marketing,m,38,10,2,0,1,50,0
11715,Analytics,m,28,2,2,0,2,83,0
31188,Sales & Marketing,f,31,3,3,0,1,56,0
35961,Procurement,f,34,4,4,0,1,68,0
11966,Analytics,m,29,4,3,0,3,81,0
76369,Sales & Marketing,m,42,15,3,0,1,45,0
2292,Analytics,f,34,3,1,0,1,83,0
25750,Operations,m,28,2,5,0,1,59,0
16981,Procurement,m,38,10,4,0,1,68,0
32181,Technology,m,27,1,,0,1,77,0
25096,Sales & Marketing,f,30,2,1,0,1,52,0
57071,Analytics,m,34,3,3,0,1,83,0
4523,Operations,m,38,5,3,0,1,61,0
69759,Analytics,m,25,1,,0,1,88,0
52817,Operations,m,36,8,4,0,1,56,0
46037,Technology,f,31,3,3,0,1,79,0
25150,Operations,m,44,11,4,0,1,57,0
7120,Operations,m,34,4,4,0,1,61,0
28304,Technology,m,41,3,1,0,1,77,0
12795,Procurement,f,56,19,3,0,1,74,0
15389,Technology,f,32,4,3,0,1,82,0
52909,Operations,f,39,10,3,0,1,59,0
34766,Procurement,f,27,3,3,0,1,68,0
29986,HR,m,39,4,4,0,1,44,0
24714,Sales & Marketing,m,25,2,5,0,1,48,0
77668,Operations,m,36,9,1,0,1,60,0
25470,Operations,f,31,4,5,0,1,59,0
23120,Sales & Marketing,m,34,6,3,0,1,48,0
58569,Procurement,m,20,2,3,0,2,74,0
15898,Operations,m,57,6,5,0,1,57,0
37241,Sales & Marketing,m,41,3,4,0,1,50,0
37922,Sales & Marketing,m,59,16,4,0,1,50,0
22783,Sales & Marketing,m,26,3,1,0,2,50,0
53943,Sales & Marketing,m,44,16,2,0,2,55,0
12849,Sales & Marketing,m,35,9,1,0,2,50,0
76749,Procurement,f,30,2,4,0,1,74,0
24956,Sales & Marketing,m,32,6,3,0,2,48,0
17094,R&D,m,38,4,4,0,2,80,0
6704,Sales & Marketing,m,40,12,3,0,1,47,1
34264,Sales & Marketing,f,30,5,3,0,1,54,0
47470,Operations,m,31,6,5,0,1,61,0
63258,Technology,m,50,11,3,0,1,78,0
28016,Technology,f,27,3,1,0,1,84,0
45395,Operations,f,36,9,4,0,1,56,0
51879,Technology,m,34,3,1,0,1,79,0
72939,Operations,f,33,6,4,0,1,60,0
48407,Operations,m,39,3,3,0,1,63,0
15375,Technology,f,25,4,3,0,2,79,0
44081,Procurement,f,30,4,3,0,1,67,0
76043,Procurement,m,32,6,1,0,1,69,0
18119,Sales & Marketing,m,42,12,3,0,1,50,0
16900,HR,f,32,4,3,0,1,49,0
38230,Finance,m,29,4,2,0,1,58,0
33936,Sales & Marketing,m,32,7,1,0,1,54,0
45889,Technology,m,37,6,3,0,1,81,0
23213,Technology,m,40,8,1,0,1,84,0
68096,Legal,m,33,5,5,0,1,59,0
27543,Operations,m,44,15,3,0,1,61,1
62221,Operations,f,49,18,4,0,1,60,0
24894,Sales & Marketing,f,50,4,3,0,1,51,0
14018,Operations,f,29,3,4,0,1,59,0
72574,HR,f,38,8,4,0,1,51,0
76325,Sales & Marketing,m,26,3,3,0,1,54,0
70523,Operations,m,31,9,5,0,2,59,0
62595,Technology,f,30,7,1,0,1,80,0
62469,Technology,m,36,3,4,0,2,76,0
33310,Analytics,m,25,2,4,0,2,87,0
56013,Operations,m,28,6,3,0,1,61,0
69540,Technology,f,24,1,,0,1,81,1
28657,Procurement,m,44,10,1,0,1,67,0
36952,Technology,m,34,6,3,0,1,79,0
33438,R&D,f,30,4,5,0,1,86,0
35797,Legal,m,44,2,4,0,1,58,0
22648,Operations,f,41,6,5,0,1,60,0
62158,Procurement,m,58,31,3,0,1,72,0
13211,Procurement,m,54,16,3,0,2,73,0
49064,Operations,f,34,9,4,0,1,59,0
18447,Sales & Marketing,f,25,3,5,0,1,54,0
68518,Analytics,m,27,3,5,0,4,86,0
62538,Procurement,f,33,8,4,0,1,71,0
45895,HR,m,28,2,1,0,1,51,0
58668,Procurement,m,33,6,3,0,1,69,0
60995,Operations,f,35,7,4,0,1,65,0
62098,Legal,m,30,1,,0,1,63,0
46101,Operations,m,27,4,3,0,1,54,0
27372,Finance,m,25,4,4,0,1,63,0
34361,Legal,m,28,3,1,0,1,60,0
65616,Procurement,m,60,21,3,0,1,65,0
57560,Procurement,m,32,7,3,0,1,72,0
40308,Operations,f,42,12,3,0,1,61,0
13560,R&D,m,29,3,3,0,1,79,0
73271,Technology,m,35,10,3,0,2,83,0
44802,Technology,m,57,29,2,0,1,78,0
24803,Procurement,m,38,4,2,0,1,71,0
10727,Procurement,f,35,3,2,0,1,70,0
76938,Technology,m,28,4,5,1,1,91,1
7324,Analytics,m,27,4,5,1,2,78,0
55461,Operations,m,24,1,,0,1,59,0
22781,Technology,m,28,1,,0,1,76,0
48965,Analytics,m,31,7,5,0,1,84,0
8422,Operations,m,27,4,4,0,1,62,0
28847,Operations,f,36,4,2,0,3,78,1
37770,Sales & Marketing,m,24,1,,0,1,53,0
6629,Technology,m,31,5,3,0,1,83,0
21565,Sales & Marketing,m,28,6,5,0,2,50,0
24109,Technology,m,26,4,3,0,1,80,0
72720,Sales & Marketing,m,39,4,2,0,1,48,0
46035,Procurement,m,34,11,3,0,1,75,0
65591,Technology,m,34,8,3,0,1,78,0
42661,Procurement,f,40,12,4,0,1,68,0
69503,Technology,f,33,7,4,0,2,82,0
73853,R&D,m,42,8,4,0,1,85,1
28442,Technology,m,30,2,4,0,2,83,0
5443,Operations,m,28,7,5,0,2,63,0
35365,Sales & Marketing,m,26,1,,0,1,47,0
28878,Sales & Marketing,m,34,8,1,0,1,47,0
